Energy,est. mean,est. std,est var,est median,est MAP,cred mu min,cred mu max,cred std min,cred std max,cred var min,cred var max,cred median min,cred median max,HPD min,HPD max
140.28056112224448,1.7227331750985915,1.71406427209166,2.938016328861112,1.1886064383243777,0.00035388133805698866,1.705687527821494,1.739778822375689,1.7020111793123103,1.7261173648710095,2.896696777458534,2.97933588026369,-0.3970624739642814,2.86543879354117,3.425300141027573e-05,1.9890624713019975
160.32064128256513,2.0675685473231686,2.0513598907134467,4.208077401227884,1.4253405276261066,0.0013626092584558826,2.047168637176966,2.0879684574693713,2.0369349759134705,2.065784805513423,4.148896017932624,4.267258784523144,-0.02402921449287776,2.951679358069959,0.0003226699190120269,2.376045567300071
180.3607214428858,2.7070149644452073,2.7303457508225595,7.454787919034807,1.8730374863097294,0.00206692113496037,2.6798628258872697,2.734167103003145,2.711146289524525,2.749545212120594,7.349945583888466,7.5596302541811475,0.590736919807922,3.2686120551314897,0.000492626415686984,3.0654924260976797
200.40080160320642,3.3564621326282453,3.3290920147579333,11.082853642725034,2.371990217068693,0.002967045192854887,3.3233557146481787,3.389568550608312,3.305682242103432,3.3525017874124345,10.926987068302235,11.238720217147833,1.1158674735331695,3.6188657807182247,0.00024943963016768725,3.8021901306148034
220.44088176352705,4.350611648621253,4.3492580666038485,18.916045729918647,3.026535642536322,0.0022338420156267536,4.307360108916775,4.3938631883257315,4.318674609582053,4.379841523625644,18.650015035605293,19.182076424232,1.9419212266627384,4.315807990561606,0.00014754149312093417,5.0005097076180185
240.4809619238477,5.61475144646953,5.603792393961265,31.402489194618123,3.9086637967317746,0.0006662665707527137,5.559024091249073,5.6704788016899865,5.564387203187288,5.643197584735241,30.960852177934523,31.844126211301724,2.8294260541950638,5.105590504983124,0.00043572997030240905,6.355917107239755
260.52104208416836,6.552883003781762,6.593771966439909,43.47782874540882,4.482111073748349,0.0007737922727963923,6.487310718660626,6.618455288902899,6.547405358972855,6.640138573906962,42.86636707241846,44.08929041839918,3.4439577756716986,5.6793385191984616,0.007598925730598654,7.374362392095263
280.56112224448896,6.735356392555334,6.709593918403157,45.018650549872625,4.698018763700752,0.0014100506020436462,6.668632306902412,6.802080478208257,6.662412864969504,6.75677497183681,44.38551913150803,45.651781968237216,3.643471546156338,5.866333530498717,0.0007591414817823648,7.657203157413551
300.6012024048096,6.987489934971869,7.029590181736749,49.415138123169704,4.825987194563249,0.003155884699953811,6.917583621252249,7.0573962486914885,6.980158953257852,7.079021410215646,48.72017556639682,50.11010067994259,3.8971249165665824,6.113147315873859,0.0009147706627454438,7.897814689692864
320.64128256513027,7.104326864274825,7.3426200681901275,53.914069465788394,4.778655479701051,0.00574212447639304,7.031307600172568,7.177346128377083,7.290987651386169,7.394252484994086,53.15583502620059,54.6723039053762,3.9334694025438917,6.151974650833895,0.0003843180169839658,8.007705736952909
340.6813627254509,7.546783897452266,7.457797552168752,55.61874432913422,5.397773056457629,0.007538518276372195,7.4726192417809,7.620948553123632,7.405355221219163,7.510239883118341,54.836535754362494,56.40095290390595,4.314336837295133,6.504105269200943,0.00293530930224983,8.651836337381354
360.7214428857716,8.159321495900196,7.995081649610984,63.92133058394629,5.685073781139133,0.008759237601376346,8.079813776166583,8.238829215633809,7.938861201830667,8.051302097391302,63.02235644318364,64.82030472470895,4.7070493039938235,6.885784806200657,0.004066900360392895,9.400331640920323
380.7615230460922,8.775535530144428,8.721881070031708,76.07120939977746,6.121080196644694,0.009268786595736614,8.688800096279317,8.862270964009538,8.660549856576532,8.783212283486884,75.00136230050391,77.141056499051,5.216007124877773,7.38013054184713,0.000390497629237352,10.059712390355228
400.80160320641284,9.03540877022406,8.948582959982085,80.07713699168173,6.3539389883604205,0.009030414791412441,8.946418881542954,9.124398658905168,8.885657606238638,9.011508313725532,78.95095149516283,81.20332248820063,5.381101485611595,7.538303872312021,0.002090223422147682,10.279210076020501
420.8416833667335,9.494616757503728,9.516567372985019,90.565054564563,6.642350096018001,0.008740763874823695,9.399978503052111,9.589255011955345,9.449648021502624,9.583486724467415,89.29136953068563,91.83873959844038,5.701791585764601,7.851142727942355,0.004470131978901396,10.741273169494209
440.8817635270541,10.055307885588764,10.147290981459438,102.96751426240806,7.046678880284141,0.00839762540321539,9.954397350491409,10.15621842068612,10.075936457798935,10.218645505119941,101.51940403355493,104.41562449126118,6.08574206443609,8.225241588375326,0.0005122626360923741,11.335455050992024
460.92184368737475,10.736942198808416,10.756415213084619,115.70046823627823,7.484927000367419,0.008312851060685864,10.629974179771123,10.843910217845709,10.680777401453257,10.83205302471598,114.07328482084621,117.32765165171024,6.581706276695096,8.711806361408948,0.012622546953730017,12.149851020917717
480.9619238476954,11.85300515374286,11.891412897400697,141.40570069646765,8.10708548315029,0.008876702766257072,11.734750060759637,11.971260246726082,11.807793919242414,11.97503187555898,139.4170051057899,143.39439628714538,7.304909717972677,9.42351413248668,0.002615776245512775,13.506219668566066
501.00200400801606,15.985501944556937,16.233692889768594,263.5327848393234,11.06274831617249,0.015818463720444438,15.824064705878572,16.1469391832353,16.11953952356309,16.347846255974098,259.8265234606966,267.23904621795026,10.439123686076206,12.521538301502547,0.0023516118705329174,18.178410513465657
521.0420841683367,15.594260599007306,15.655481711941182,245.09410763292476,10.642894744661266,0.015003459280171053,15.438573426968446,15.749947771046166,15.545394256848747,15.765569167033616,241.64716335309726,248.54105191275227,10.129432742515823,12.215707870543666,0.00014364692681084775,17.905370468155084
