est. mean,HPD min,HPD max
1.1543290465311133,0.0013134041450782931,2.3073446889171483
1.2902708556696172,0.0009771463805311313,2.5795645649587033
2.1271147653089617,0.00443435829933559,4.249795172318588
2.3622561381035925,0.01278929924876663,4.711722976958418
3.2933183164202706,0.0027198529527150406,6.583916779887826
4.229964453820454,0.010462228804672138,8.449466678836236
6.559036152944722,0.0008997302456185957,13.117172575643824
5.812863188173747,0.004410377609239846,11.621315998738254
4.54247781651766,0.0012862845001116133,9.083669348535208
4.439125391663725,0.001928987156047593,8.876321796171403
3.650345567746345,0.0057331970318453855,7.294957938460845
14.456027023609415,0.4499135268297406,28.46214052038909
21.642582089603895,1.9620793349843966,41.323084844223395
5.312078353760221,0.0008456291880521041,10.623311078332389
5.009466741560436,0.008087795649649917,10.010845687471221
4.131483105312474,0.0009003544689001827,8.262065856156047
5.127960038282453,0.002997740441388879,10.252922336123516
8.417671012854951,0.006000378326321818,16.82934164738358
7.800858974243197,0.008031174457678838,15.593686774028715
5.45761748985133,0.0006957970859180956,10.914539182616743
5.680021808726927,0.002812040232485736,11.357231577221368
7.152106353697635,0.0032649955839618664,14.300947711811308
4.3816723010860645,0.002266003037838841,8.76107859913429
7.573141927433381,0.018715892486840902,15.127567962379922
7.021166833908019,0.00572165961987848,14.03661200819616
11.698011631129598,0.0021328354828673234,23.393890426776327
11.030996174662599,0.04060603156442214,22.021386317760776
7.922494619854838,0.0003321154167699814,15.844657124292906
6.9200453546113865,0.002276720957281437,13.837813988265491
6.818740893507238,0.008469621019418078,13.629012165995057
9.200094178471566,0.000370509950643322,18.39981784699249
11.850639436217913,0.003939290161981712,23.697339582273845
9.436469326178152,0.00021975844309297932,18.87271889391321
6.742085105889603,0.0020923257781442677,13.482077886001061
17.72603168407019,0.0008804662981394534,35.45118290184224
5.759962155894045,0.0009568797769603465,11.518967432011129
9.683574060538525,0.0023847964500593823,19.364763324626992
907.512933192836,836.9826420857048,978.0432242999673
332.2546978508113,279.86024466441864,384.6491510372039
6.796086411522441,7.531979120855618e-05,13.592097503253672
12.57806366341716,0.017583076232658316,25.13854425060166
9.098241470285215,0.0321703507798233,18.164312589790608
9.89770270390316,0.006637767594916664,19.788767640211404
7.2756075384468515,0.02690680220879365,14.524308274684909
5.301799747523221,0.0014814333004583783,10.602118061745983
10.77314145951611,0.000672825245764423,21.545610093786454
38.96812329889021,7.129750783170932,70.80649581460949
21.01462142010991,0.04951788201593955,41.97972495820388
18.73891557280661,0.2055991668722926,37.27223197874093
11.63587686691701,0.045944461051958714,23.22580927278206
4.6688269800244875,0.0052046898870062915,9.332449270161968
5.6492887938057095,0.0036097873712985693,11.294967800240121
8.463309998960625,0.0024362663704210683,16.92418373155083
88.78661495252666,44.04852371964084,133.5247061854125
2006.8849195758867,1896.255399697352,2117.5144394544213
489.3477686582227,420.2037211280748,558.4918161883706
32.51697497448848,9.041277600061031,55.992672348915924
8.884609476837248,0.004787480199122272,17.764431473475373
7.17241767557456,0.03173123842102838,14.313104112728093
7.158114938600363,0.002658847299338608,14.313571029901388
5.550352976727671,0.00041800681342463023,11.100287946641918
25.172598880402667,9.993018932825631,40.35217882797971
28.17852649906363,11.97345986895738,44.38359312916988
6.440872629801721,0.003756788178256906,12.877988471425185
6.628303908727559,0.00361856543982132,13.252989252015297
7.128658204404668,0.023396416853359733,14.233919991955977
18.567264815063417,5.435806910522142,31.698722719604696
33.49561863660975,14.913518275931654,52.07771899728784
25.63315249011118,9.236511233557172,42.029793746665185
11.620044677621424,1.2790137565673743,21.961075598675475
7.907363736857149,0.017362255198808876,15.79736521851549
15.129001634988507,4.398601442602398,25.859401827374615
